/* DATA DESCRIPTION:
Citation:	Parrenin, Frédéric; Loulergue, Laetitia; Wolff, Eric William (2007): EPICA Dome C Ice Core Timescales EDC3 [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.671367, 
	Supplement to: Parrenin, Frédéric; Barnola, Jean-Marc; Beer, Jürg; Blunier, Thomas; Castellano, Emiliano; Chappellaz, Jérôme A; Dreyfus, Gabrielle; Fischer, Hubertus; Fujita, Shuji; Jouzel, Jean; Kawamura, Kenji; Lemieux-Dudon, Bénédicte; Loulergue, Laetitia; Masson-Delmotte, Valerie; Narcisi, Biancamaria; Petit, Jean Robert; Raisbeck, Grant M; Raynaud, Dominique; Ruth, Urs; Schwander, Jakob; Severi, Mirko; Spahni, Renato; Steffensen, Jørgen Peder; Svensson, Anders M; Udisti, Roberto; Waelbroeck, Claire; Wolff, Eric William (2007): The EDC3 chronology for the EPICA Dome C ice core. Climate of the Past, 3, 485-497, https://doi.org/10.5194/cp-3-485-2007
Abstract:	The EPICA (European Project for Ice Coring in Antarctica) Dome C drilling in East Antarctica has now been completed to a depth of 3260 m, at only a few meters above bedrock. Here we present the new EDC3 chronology, which is based on the use of 1) a snow accumulation and mechanical flow model, and 2) a set of independent age markers along the core. These are obtained by pattern matching of recorded parameters to either absolutely dated paleoclimatic records, or to insolation variations. We show that this new time scale is in excellent agreement with the Dome Fuji and Vostok ice core time scales back to 100 kyr within 1 kyr. Discrepancies larger than 3 kyr arise during MIS 5.4, 5.5 and 6, which points to anomalies in either snow accumulation or mechanical flow during these time periods. We estimate that EDC3 gives accurate event durations within 20% (2 sigma) back to MIS11 and accurate absolute ages with a maximum uncertainty of 6 kyr back to 800 kyr.
Related to:	Loulergue, Laetitia; Parrenin, Frédéric; Blunier, Thomas; Barnola, Jean-Marc; Spahni, Renato; Schilt, Adrian; Raisbeck, Grant M; Chappellaz, Jérôme A (2007): New constraints on the gas age-ice age difference along the EPICA ice cores, 0-50 kyr. Climate of the Past, 3, 527-540, https://doi.org/10.5194/cp-3-527-2007
Project(s):	European Project for Ice Coring in Antarctica (EPICA) (URI: https://en.wikipedia.org/wiki/European_Project_for_Ice_Coring_in_Antarctica)
Funding:	Fifth Framework Programme (FP5), grant/award no. EVK2-CT-2000-00077: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/EVK2-CT-2000-00077)
	Fourth Framework Programme (FP4), grant/award no. ENV4980702: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/ENV4980702)
Coverage:	LATITUDE: -75.100000 * LONGITUDE: 123.350000
	DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00
	MINIMUM DEPTH, ice/snow: 0.00 m * MAXIMUM DEPTH, ice/snow: 3189.45 m
Event(s):	EDC (EPICA Dome C) (URI: https://en.wikipedia.org/wiki/Dome_C) * LATITUDE: -75.100000 * LONGITUDE: 123.350000 * DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00 * ELEVATION: 3233.0 m * Recovery: 3300 m * LOCATION: Dome C, Antarctica * CAMPAIGN: Dome C * METHOD/DEVICE: Ice drill (ICEDRILL) * COMMENT: Drill site is 56 km from the site of a previous Dome C core that provided records extending into the last glacial period, and 560 km from the site of the Vostok cores. The completion of the Dome C core was delayed when the first drilling became stuck at 788 m in 1999 (EDC96).
Comment:	Timescale EDC3 for the EPICA Dome C ice core, both for the ice matrix and gas bubbles. The dataset gives the depth versus age timescale that has been adopted as official for the EPICA Dome C ice core. Depth refers to the official log depth of the drilling. EDC3 for the ice matrix (EDC3_ice) is described fully in Parrenin et al. (Climate of the Past, 3, 485-497, 2007). This timescale is based on an snow accumulation / ice flow model, which is further tuned with independent age markers. Gas ages are derived using a firn densification model, and are fully described in Loulergue et al. (Climate of the Past, 3, 527-540, 2007). The ages given here correspond to the scenario 4 of Loulergue et al. and where necessary can be referred to as EDC3_gas_a.
Parameter(s):	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE
	Sample ID (Sample ID) * PI: Parrenin, Frédéric (https://orcid.org/0000-0002-9489-3991, frederic.parrenin@univ-grenoble-alpes.fr) * COMMENT: Bag number
	Age model [ka] (Age model) * PI: Parrenin, Frédéric (https://orcid.org/0000-0002-9489-3991, frederic.parrenin@univ-grenoble-alpes.fr) * METHOD/DEVICE: Age model, ice flow model * COMMENT: EDC3 time scale
	Gas age [ka BP] (Gas age) * PI: Parrenin, Frédéric (https://orcid.org/0000-0002-9489-3991, frederic.parrenin@univ-grenoble-alpes.fr) * METHOD/DEVICE: Age model, ice flow model * COMMENT: EDC3 time scale
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	17220 data points
*/
Depth ice/snow [m]	Sample ID	Age model [ka]	Gas age [ka BP]
812.90	1479	47.569	43.736
813.45	1480	47.616	43.797
814.00	1481	47.664	43.860
814.55	1482	47.710	43.908
815.10	1483	47.755	43.957
815.65	1484	47.803	44.013
816.20	1485	47.852	44.067
816.75	1486	47.900	44.112
817.30	1487	47.950	44.164
817.85	1488	48.005	44.224
818.40	1489	48.058	44.277
818.95	1490	48.111	44.328
819.50	1491	48.165	44.394
820.05	1492	48.217	44.458
820.60	1493	48.268	44.516
821.15	1494	48.318	44.574
821.70	1495	48.367	44.630
822.25	1496	48.414	44.682
822.80	1497	48.461	44.731
823.35	1498	48.510	44.775
823.90	1499	48.558	44.816
824.45	1500	48.613	44.880
825.00	1501	48.664	44.943
825.55	1502	48.712	44.982
826.10	1503	48.766	45.029
826.65	1504	48.819	45.089
827.20	1505	48.867	45.142
827.75	1506	48.915	45.190
828.30	1507	48.962	45.234
828.85	1508	49.012	45.277
829.40	1509	49.063	45.321
829.95	1510	49.115	45.365
830.50	1511	49.167	45.413
831.05	1512	49.218	45.460
831.60	1513	49.269	45.504
832.15	1514	49.322	45.549
832.70	1515	49.375	45.599
833.25	1516	49.426	45.648
833.80	1517	49.477	45.697
834.35	1518	49.526	45.739
834.90	1519	49.575	45.776
835.45	1520	49.624	45.826
836.00	1521	49.673	45.878
836.55	1522	49.721	45.910
837.10	1523	49.770	45.947
837.65	1524	49.820	45.994
838.20	1525	49.869	46.037
838.75	1526	49.918	46.075
839.30	1527	49.970	46.121
839.85	1528	50.022	46.173
840.40	1529	50.071	46.218
840.95	1530	50.118	46.260
841.50	1531	50.166	46.301
842.05	1532	50.212	46.340
842.60	1533	50.261	46.376
843.15	1534	50.311	46.417
843.70	1535	50.362	46.463
844.25	1536	50.411	46.510
844.80	1537	50.458	46.559
845.35	1538	50.503	46.597
845.90	1539	50.551	46.632
846.45	1540	50.602	46.686
847.00	1541	50.652	46.743
847.55	1542	50.701	46.780
848.10	1543	50.749	46.819
848.65	1544	50.798	46.865
849.20	1545	50.846	46.910
849.75	1546	50.896	46.957
850.30	1547	50.945	47.004
850.85	1548	50.993	47.048
851.40	1549	51.041	47.090
851.95	1550	51.092	47.134
852.50	1551	51.143	47.180
853.05	1552	51.193	47.228
853.60	1553	51.242	47.277
854.15	1554	51.291	47.325
854.70	1555	51.339	47.372
855.25	1556	51.387	47.421
855.80	1557	51.436	47.473
856.35	1558	51.483	47.523
856.90	1559	51.528	47.572
857.45	1560	51.575	47.618
858.00	1561	51.622	47.665
858.55	1562	51.671	47.718
859.10	1563	51.719	47.772
859.65	1564	51.765	47.827
860.20	1565	51.811	47.879
860.75	1566	51.854	47.923
861.30	1567	51.901	47.978
861.85	1568	51.947	48.037
862.40	1569	51.990	48.083
862.95	1570	52.032	48.125
863.50	1571	52.075	48.171
864.05	1572	52.117	48.218
864.60	1573	52.163	48.262
865.15	1574	52.212	48.312
865.70	1575	52.258	48.361
866.25	1576	52.305	48.412
866.80	1577	52.352	48.463
867.35	1578	52.398	48.517
867.90	1579	52.443	48.572
868.45	1580	52.488	48.623
869.00	1581	52.535	48.675
869.55	1582	52.580	48.729
870.10	1583	52.625	48.782
870.65	1584	52.668	48.823
871.20	1585	52.713	48.873
871.75	1586	52.757	48.931
872.30	1587	52.799	48.980
872.85	1588	52.843	49.023
873.40	1589	52.888	49.069
873.95	1590	52.935	49.117
874.50	1591	52.982	49.190
875.05	1592	53.026	49.258
875.60	1593	53.067	49.294
876.15	1594	53.110	49.335
876.70	1595	53.153	49.389
877.25	1596	53.195	49.440
877.80	1597	53.237	49.489
878.35	1598	53.278	49.537
878.90	1599	53.318	49.584
879.45	1600	53.359	49.631
880.00	1601	53.399	49.678
880.55	1602	53.440	49.716
881.10	1603	53.482	49.757
881.65	1604	53.526	49.806
882.20	1605	53.571	49.852
882.75	1606	53.617	49.894
883.30	1607	53.666	49.945
883.85	1608	53.714	50.001
884.40	1609	53.761	50.053
884.95	1610	53.804	50.100
885.50	1611	53.848	50.146
886.05	1612	53.893	50.192
886.60	1613	53.938	50.240
887.15	1614	53.984	50.287
887.70	1615	54.031	50.334
888.25	1616	54.078	50.386
888.80	1617	54.125	50.444
889.35	1618	54.169	50.495
889.90	1619	54.213	50.544
890.45	1620	54.256	50.583
891.00	1621	54.301	50.620
891.55	1622	54.347	50.671
892.10	1623	54.396	50.723
892.65	1624	54.445	50.770
893.20	1625	54.495	50.819
893.75	1626	54.544	50.873
894.30	1627	54.594	50.922
894.85	1628	54.645	50.970
895.40	1629	54.697	51.024
895.95	1630	54.748	51.080
896.50	1631	54.797	51.137
897.05	1632	54.843	51.190
897.60	1633	54.890	51.240
898.15	1634	54.937	51.290
898.70	1635	54.982	51.336
899.25	1636	55.027	51.381
899.80	1637	55.074	51.429
900.35	1638	55.122	51.473
900.90	1639	55.168	51.515
901.45	1640	55.216	51.566
902.00	1641	55.264	51.619
902.55	1642	55.310	51.654
903.10	1643	55.358	51.694
903.65	1644	55.409	51.748
904.20	1645	55.458	51.797
904.75	1646	55.505	51.842
905.30	1647	55.554	51.884
905.85	1648	55.603	51.927
906.40	1649	55.654	51.969
906.95	1650	55.707	52.013
907.50	1651	55.761	52.068
908.05	1652	55.813	52.120
908.60	1653	55.864	52.160
909.15	1654	55.918	52.206
909.70	1655	55.971	52.257
910.25	1656	56.023	52.307
910.80	1657	56.076	52.359
911.35	1658	56.128	52.411
911.90	1659	56.178	52.462
912.45	1660	56.226	52.497
913.00	1661	56.275	52.530
913.55	1662	56.326	52.584
914.10	1663	56.376	52.634
914.65	1664	56.424	52.676
915.20	1665	56.474	52.722
915.75	1666	56.523	52.771
916.30	1667	56.571	52.814
916.85	1668	56.618	52.852
917.40	1669	56.669	52.897
917.95	1670	56.716	52.938
918.50	1671	56.766	52.989
919.05	1672	56.812	53.037
919.60	1673	56.858	53.082
920.15	1674	56.903	53.124
920.70	1675	56.948	53.158
921.25	1676	56.994	53.198
921.80	1677	57.041	53.242
922.35	1678	57.086	53.290
922.90	1679	57.130	53.337
923.45	1680	57.172	53.382
924.00	1681	57.216	53.429
924.55	1682	57.258	53.469
925.10	1683	57.300	53.508
925.65	1684	57.346	53.542
926.20	1685	57.395	53.587
926.75	1686	57.443	53.643
927.30	1687	57.488	53.689
927.85	1688	57.532	53.729
928.40	1689	57.578	53.778
928.95	1690	57.625	53.830
929.50	1691	57.669	53.868
930.05	1692	57.713	53.905
930.60	1693	57.760	53.949
931.15	1694	57.809	53.997
931.70	1695	57.857	54.048
932.25	1696	57.904	54.098
932.80	1697	57.949	54.145
933.35	1698	57.994	54.195
933.90	1699	58.039	54.247
934.45	1700	58.081	54.296
935.00	1701	58.127	54.349
935.55	1702	58.170	54.403
936.10	1703	58.212	54.455
936.65	1704	58.254	54.497
937.20	1705	58.297	54.542
937.75	1706	58.338	54.589
938.30	1707	58.379	54.633
938.85	1708	58.422	54.676
939.40	1709	58.467	54.729
939.95	1710	58.511	54.784
940.50	1711	58.552	54.827
941.05	1712	58.592	54.868
941.60	1713	58.633	54.910
942.15	1714	58.676	54.954
942.70	1715	58.718	55.001
943.25	1716	58.760	55.046
943.80	1717	58.803	55.090
944.35	1718	58.847	55.137
944.90	1719	58.892	55.187
945.45	1720	58.936	55.236
946.00	1721	58.980	55.285
946.55	1722	59.024	55.338
947.10	1723	59.067	55.389
947.65	1724	59.110	55.429
948.20	1725	59.153	55.477
948.75	1726	59.201	55.543
949.30	1727	59.242	55.590
949.85	1728	59.286	55.633
950.40	1729	59.333	55.688
950.95	1730	59.381	55.748
951.50	1731	59.426	55.800
952.05	1732	59.469	55.850
952.60	1733	59.514	55.900
953.15	1734	59.560	55.952
953.70	1735	59.606	56.000
954.25	1736	59.650	56.049
954.80	1737	59.700	56.105
955.35	1738	59.747	56.160
955.90	1739	59.791	56.213
956.45	1740	59.835	56.264
957.00	1741	59.879	56.314
957.55	1742	59.924	56.358
958.10	1743	59.972	56.404
958.65	1744	60.020	56.453
959.20	1745	60.068	56.500
959.75	1746	60.116	56.544
960.30	1747	60.166	56.595
960.85	1748	60.216	56.648
961.40	1749	60.265	56.694
961.95	1750	60.313	56.736
962.50	1751	60.364	56.791
963.05	1752	60.414	56.845
963.60	1753	60.460	56.886
964.15	1754	60.510	56.934
964.70	1755	60.558	56.988
965.25	1756	60.603	57.031
965.80	1757	60.649	57.066
966.35	1758	60.697	57.107
966.90	1759	60.747	57.150
967.45	1760	60.797	57.201
968.00	1761	60.847	57.254
968.55	1762	60.896	57.300
969.10	1763	60.944	57.345
969.65	1764	60.994	57.394
970.20	1765	61.045	57.444
970.75	1766	61.094	57.490
971.30	1767	61.142	57.537
971.85	1768	61.192	57.583
972.40	1769	61.242	57.629
972.95	1770	61.292	57.677
973.50	1771	61.343	57.719
974.05	1772	61.394	57.762
974.60	1773	61.447	57.815
975.15	1774	61.499	57.865
975.70	1775	61.550	57.906
976.25	1776	61.601	57.949
976.80	1777	61.654	57.995
977.35	1778	61.706	58.038
977.90	1779	61.757	58.080
978.45	1780	61.809	58.118
979.00	1781	61.863	58.157
979.55	1782	61.919	58.198
980.10	1783	61.974	58.241
980.65	1784	62.033	58.294
981.20	1785	62.089	58.342
981.75	1786	62.144	58.386
982.30	1787	62.198	58.428
982.85	1788	62.254	58.468
983.40	1789	62.312	58.514
983.95	1790	62.371	58.563
984.50	1791	62.428	58.608
985.05	1792	62.480	58.647
985.60	1793	62.539	58.694
986.15	1794	62.598	58.743
986.70	1795	62.657	58.794
987.25	1796	62.715	58.840
987.80	1797	62.771	58.879
988.35	1798	62.832	58.929
988.90	1799	62.894	58.984
989.45	1800	62.953	59.019
990.00	1801	63.012	59.052
990.55	1802	63.079	59.113
991.10	1803	63.141	59.168
991.65	1804	63.203	59.218
992.20	1805	63.265	59.268
992.75	1806	63.326	59.316
993.30	1807	63.388	59.368
993.85	1808	63.448	59.421
994.40	1809	63.508	59.483
994.95	1810	63.564	59.545
995.50	1811	63.615	59.583
996.05	1812	63.666	59.619
996.60	1813	63.720	59.664
997.15	1814	63.771	59.707
997.70	1815	63.829	59.760
998.25	1816	63.884	59.811
998.80	1817	63.938	59.863
999.35	1818	63.989	59.904
999.90	1819	64.042	59.941
1000.45	1820	64.100	59.992
1001.00	1821	64.160	60.048
1001.55	1822	64.218	60.091
1002.10	1823	64.278	60.138
1002.65	1824	64.340	60.197
1003.20	1825	64.399	60.249
1003.75	1826	64.457	60.293
1004.30	1827	64.516	60.342
1004.85	1828	64.577	60.395
1005.40	1829	64.635	60.446
1005.95	1830	64.697	60.499
1006.50	1831	64.756	60.545
1007.05	1832	64.817	60.593
1007.60	1833	64.879	60.647
1008.15	1834	64.939	60.702
1008.70	1835	64.998	60.761
1009.25	1836	65.054	60.808
1009.80	1837	65.111	60.847
1010.35	1838	65.173	60.898
1010.90	1839	65.232	60.949
1011.45	1840	65.293	61.000
1012.00	1841	65.353	61.049
1012.55	1842	65.415	61.104
1013.10	1843	65.479	61.161
1013.65	1844	65.539	61.216
1014.20	1845	65.603	61.272
1014.75	1846	65.663	61.322
1015.30	1847	65.724	61.373
1015.85	1848	65.788	61.427
1016.40	1849	65.852	61.483
1016.95	1850	65.914	61.538
1017.50	1851	65.977	61.593
1018.05	1852	66.042	61.649
1018.60	1853	66.106	61.706
1019.15	1854	66.170	61.765
1019.70	1855	66.236	61.831
1020.25	1856	66.299	61.894
1020.80	1857	66.362	61.955
1021.35	1858	66.423	62.019
1021.90	1859	66.485	62.085
1022.45	1860	66.541	62.139
1023.00	1861	66.606	62.200
1023.55	1862	66.667	62.257
1024.10	1863	66.727	62.314
1024.65	1864	66.790	62.379
1025.20	1865	66.853	62.442
1025.75	1866	66.913	62.498
1026.30	1867	66.976	62.559
1026.85	1868	67.041	62.626
1027.40	1869	67.103	62.687
1027.95	1870	67.167	62.749
1028.50	1871	67.231	62.817
1029.05	1872	67.296	62.886
1029.60	1873	67.358	62.948
1030.15	1874	67.421	63.013
1030.70	1875	67.485	63.086
1031.25	1876	67.546	63.149
1031.80	1877	67.604	63.199
1032.35	1878	67.666	63.258
1032.90	1879	67.729	63.320
1033.45	1880	67.793	63.380
1034.00	1881	67.848	63.430
1034.55	1882	67.908	63.490
1035.10	1883	67.969	63.547
1035.65	1884	68.029	63.592
1036.20	1885	68.091	63.644
1036.75	1886	68.158	63.704
1037.30	1887	68.224	63.771
1037.85	1888	68.289	63.844
1038.40	1889	68.346	63.902
1038.95	1890	68.403	63.959
1039.50	1891	68.460	64.015
1040.05	1892	68.517	64.071
1040.60	1893	68.574	64.127
1041.15	1894	68.631	64.182
1041.70	1895	68.692	64.239
1042.25	1896	68.751	64.295
1042.80	1897	68.816	64.357
1043.35	1898	68.879	64.415
1043.90	1899	68.943	64.471
1044.45	1900	69.009	64.531
1045.00	1901	69.074	64.590
1045.55	1902	69.141	64.659
1046.10	1903	69.204	64.723
1046.65	1904	69.268	64.787
1047.20	1905	69.332	64.854
1047.75	1906	69.394	64.926
1048.30	1907	69.450	64.983
1048.85	1908	69.511	65.038
1049.40	1909	69.573	65.113
1049.95	1910	69.632	65.192
1050.50	1911	69.686	65.250
1051.05	1912	69.741	65.309
1051.60	1913	69.796	65.361
1052.15	1914	69.854	65.419
1052.70	1915	69.913	65.487
1053.25	1916	69.969	65.553
1053.80	1917	70.025	65.616
1054.35	1918	70.081	65.684
1054.90	1919	70.137	65.755
1055.45	1920	70.190	65.811
1056.00	1921	70.241	65.863
1056.55	1922	70.296	65.936
1057.10	1923	70.347	66.003
1057.65	1924	70.399	66.065
1058.20	1925	70.450	66.130
1058.75	1926	70.500	66.197
1059.30	1927	70.546	66.255
1059.85	1928	70.594	66.312
1060.40	1929	70.641	66.371
1060.95	1930	70.688	66.433
1061.50	1931	70.733	66.485
1062.05	1932	70.779	66.538
1062.60	1933	70.826	66.595
1063.15	1934	70.873	66.648
1063.70	1935	70.922	66.690
1064.25	1936	70.976	66.751
1064.80	1937	71.030	66.827
1065.35	1938	71.078	66.888
1065.90	1939	71.130	66.946
1066.45	1940	71.182	67.010
1067.00	1941	71.231	67.074
1067.55	1942	71.280	67.126
1068.10	1943	71.330	67.179
1068.65	1944	71.383	67.241
1069.20	1945	71.438	67.305
1069.75	1946	71.491	67.372
1070.30	1947	71.544	67.434
1070.85	1948	71.592	67.488
1071.40	1949	71.645	67.549
1071.95	1950	71.697	67.612
1072.50	1951	71.750	67.673
1073.05	1952	71.804	67.735
1073.60	1953	71.857	67.796
1074.15	1954	71.910	67.856
1074.70	1955	71.964	67.918
1075.25	1956	72.019	67.979
1075.80	1957	72.074	68.038
1076.35	1958	72.132	68.103
1076.90	1959	72.187	68.166
1077.45	1960	72.244	68.222
1078.00	1961	72.301	68.276
1078.55	1962	72.363	68.343
1079.10	1963	72.426	68.411
1079.65	1964	72.486	68.475
1080.20	1965	72.547	68.542
1080.75	1966	72.608	68.614
1081.30	1967	72.669	68.686
1081.85	1968	72.727	68.758
1082.40	1969	72.785	68.831
1082.95	1970	72.843	68.904
1083.50	1971	72.899	68.971
1084.05	1972	72.956	69.037
1084.60	1973	73.012	69.110
1085.15	1974	73.066	69.180
1085.70	1975	73.119	69.246
1086.25	1976	73.172	69.306
1086.80	1977	73.225	69.361
1087.35	1978	73.281	69.420
1087.90	1979	73.333	69.478
1088.45	1980	73.387	69.532
1089.00	1981	73.440	69.583
1089.55	1982	73.495	69.647
1090.10	1983	73.545	69.705
1090.65	1984	73.598	69.767
1091.20	1985	73.650	69.826
1091.75	1986	73.701	69.880
1092.30	1987	73.752	69.935
1092.85	1988	73.804	69.992
1093.40	1989	73.854	70.057
1093.95	1990	73.903	70.123
1094.50	1991	73.947	70.165
1095.05	1992	73.994	70.208
1095.60	1993	74.042	70.260
1096.15	1994	74.090	70.311
1096.70	1995	74.135	70.357
1097.25	1996	74.183	70.403
1097.80	1997	74.228	70.444
1098.35	1998	74.274	70.490
1098.90	1999	74.322	70.539
1099.45	2000	74.368	70.585
1100.00	2001	74.414	70.630
1100.55	2002	74.459	70.687
1101.10	2003	74.503	70.739
1101.65	2004	74.543	70.780
1102.20	2005	74.587	70.823
1102.75	2006	74.630	70.865
1103.30	2007	74.674	70.909
1103.85	2008	74.721	70.956
1104.40	2009	74.768	71.003
1104.95	2010	74.816	71.049
1105.50	2011	74.864	71.095
1106.05	2012	74.913	71.142
1106.60	2013	74.962	71.190
1107.15	2014	75.011	71.240
1107.70	2015	75.063	71.296
1108.25	2016	75.114	71.351
1108.80	2017	75.165	71.405
1109.35	2018	75.215	71.457
1109.90	2019	75.265	71.508
1110.45	2020	75.316	71.558
1111.00	2021	75.368	71.608
1111.55	2022	75.421	71.667
1112.10	2023	75.474	71.725
1112.65	2024	75.527	71.779
1113.20	2025	75.582	71.835
1113.75	2026	75.636	71.890
1114.30	2027	75.693	71.948
1114.85	2028	75.749	72.003
1115.40	2029	75.808	72.068
1115.95	2030	75.868	72.136
1116.50	2031	75.926	72.206
1117.05	2032	75.982	72.274
1117.60	2033	76.038	72.344
1118.15	2034	76.091	72.409
1118.70	2035	76.144	72.463
1119.25	2036	76.202	72.527
1119.80	2037	76.258	72.596
1120.35	2038	76.312	72.658
1120.90	2039	76.365	72.717
1121.45	2040	76.419	72.782
1122.00	2041	76.478	72.852
1122.55	2042	76.531	72.909
1123.10	2043	76.587	72.966
1123.65	2044	76.639	73.016
1124.20	2045	76.692	73.068
1124.75	2046	76.749	73.129
1125.30	2047	76.806	73.188
1125.85	2048	76.861	73.246
1126.40	2049	76.916	73.308
1126.95	2050	76.969	73.369
1127.50	2051	77.021	73.423
1128.05	2052	77.073	73.476
1128.60	2053	77.125	73.533
1129.15	2054	77.179	73.589
1129.70	2055	77.229	73.635
1130.25	2056	77.281	73.684
1130.80	2057	77.332	73.733
1131.35	2058	77.382	73.774
1131.90	2059	77.435	73.814
1132.45	2060	77.492	73.865
1133.00	2061	77.546	73.914
1133.55	2062	77.601	73.958
1134.10	2063	77.658	74.004
1134.65	2064	77.715	74.056
1135.20	2065	77.770	74.106
1135.75	2066	77.825	74.153
1136.30	2067	77.880	74.201
1136.85	2068	77.935	74.249
1137.40	2069	77.989	74.297
1137.95	2070	78.041	74.342
1138.50	2071	78.094	74.390
1139.05	2072	78.149	74.439
1139.60	2073	78.200	74.475
1140.15	2074	78.252	74.517
1140.70	2075	78.310	74.575
1141.25	2076	78.364	74.630
1141.80	2077	78.415	74.679
1142.35	2078	78.465	74.727
1142.90	2079	78.518	74.777
1143.45	2080	78.570	74.830
1144.00	2081	78.620	74.882
1144.55	2082	78.670	74.939
1145.10	2083	78.719	74.993
1145.65	2084	78.767	75.036
1146.20	2085	78.817	75.084
1146.75	2086	78.868	75.139
1147.30	2087	78.919	75.191
1147.85	2088	78.969	75.239
1148.40	2089	79.022	75.299
1148.95	2090	79.076	75.364
1149.50	2091	79.127	75.421
1150.05	2092	79.178	75.478
1150.60	2093	79.228	75.537
1151.15	2094	79.280	75.599
1151.70	2095	79.327	75.656
1152.25	2096	79.374	75.710
1152.80	2097	79.421	75.761
1153.35	2098	79.470	75.812
1153.90	2099	79.520	75.862
1154.45	2100	79.571	75.916
1155.00	2101	79.621	75.969
1155.55	2102	79.670	76.037
1156.10	2103	79.716	76.100
1156.65	2104	79.762	76.144
1157.20	2105	79.810	76.192
1157.75	2106	79.860	76.243
1158.30	2107	79.910	76.297
1158.85	2108	79.961	76.353
1159.40	2109	80.011	76.409
1159.95	2110	80.059	76.464
1160.50	2111	80.107	76.526
1161.05	2112	80.153	76.586
1161.60	2113	80.198	76.631
1162.15	2114	80.249	76.684
1162.70	2115	80.297	76.738
1163.25	2116	80.346	76.793
1163.80	2117	80.392	76.842
1164.35	2118	80.440	76.894
1164.90	2119	80.489	76.947
1165.45	2120	80.537	77.000
1166.00	2121	80.586	77.053
1166.55	2122	80.633	77.107
1167.10	2123	80.679	77.159
1167.65	2124	80.726	77.211
1168.20	2125	80.774	77.264
1168.75	2126	80.821	77.315
1169.30	2127	80.869	77.369
1169.85	2128	80.918	77.426
1170.40	2129	80.966	77.481
1170.95	2130	81.016	77.536
1171.50	2131	81.065	77.591
1172.05	2132	81.114	77.645
1172.60	2133	81.164	77.702
1173.15	2134	81.215	77.762
1173.70	2135	81.264	77.826
1174.25	2136	81.310	77.882
1174.80	2137	81.355	77.930
1175.35	2138	81.401	77.980
1175.90	2139	81.450	78.032
1176.45	2140	81.499	78.091
1177.00	2141	81.545	78.148
1177.55	2142	81.591	78.198
1178.10	2143	81.637	78.250
1178.65	2144	81.683	78.310
1179.20	2145	81.725	78.362
1179.75	2146	81.767	78.410
1180.30	2147	81.810	78.458
1180.85	2148	81.855	78.506
1181.40	2149	81.899	78.550
1181.95	2150	81.943	78.592
1182.50	2151	81.992	78.645
1183.05	2152	82.037	78.696
1183.60	2153	82.084	78.748
1184.15	2154	82.128	78.798
1184.70	2155	82.174	78.853
1185.25	2156	82.218	78.908
1185.80	2157	82.261	78.963
1186.35	2158	82.303	79.011
1186.90	2159	82.343	79.054
1187.45	2160	82.386	79.100
1188.00	2161	82.427	79.144
1188.55	2162	82.469	79.195
1189.10	2163	82.512	79.244
1189.65	2164	82.554	79.287
1190.20	2165	82.599	79.337
1190.75	2166	82.642	79.395
1191.30	2167	82.680	79.442
1191.85	2168	82.721	79.487
1192.40	2169	82.763	79.534
1192.95	2170	82.804	79.580
1193.50	2171	82.846	79.624
1194.05	2172	82.889	79.670
1194.60	2173	82.932	79.718
1195.15	2174	82.974	79.767
1195.70	2175	83.016	79.819
1196.25	2176	83.057	79.871
1196.80	2177	83.098	79.922
1197.35	2178	83.137	79.967
1197.90	2179	83.176	80.010
1198.45	2180	83.216	80.056
1199.00	2181	83.255	80.103
1199.55	2182	83.294	80.141
1200.10	2183	83.333	80.180
1200.65	2184	83.375	80.226
1201.20	2185	83.417	80.273
1201.75	2186	83.460	80.321
1202.30	2187	83.503	80.367
1202.85	2188	83.545	80.410
1203.40	2189	83.589	80.462
1203.95	2190	83.632	80.513
1204.50	2191	83.675	80.567
1205.05	2192	83.716	80.618
1205.60	2193	83.756	80.654
1206.15	2194	83.796	80.693
1206.70	2195	83.843	80.747
1207.25	2196	83.885	80.799
1207.80	2197	83.929	80.853
1208.35	2198	83.970	80.899
1208.90	2199	84.012	80.942
1209.45	2200	84.054	80.987
1210.00	2201	84.097	81.034
1210.55	2202	84.142	81.080
1211.10	2203	84.184	81.124
1211.65	2204	84.231	81.178
1212.20	2205	84.276	81.229
1212.75	2206	84.322	81.278
1213.30	2207	84.367	81.328
1213.85	2208	84.411	81.378
1214.40	2209	84.455	81.424
1214.95	2210	84.500	81.472
1215.50	2211	84.544	81.520
1216.05	2212	84.589	81.570
1216.60	2213	84.632	81.614
1217.15	2214	84.674	81.656
1217.70	2215	84.719	81.695
1218.25	2216	84.765	81.741
1218.80	2217	84.813	81.795
1219.35	2218	84.858	81.838
1219.90	2219	84.903	81.875
1220.45	2220	84.951	81.927
1221.00	2221	84.999	81.982
