/* DATA DESCRIPTION:
Citation:	Bazin, Lucie; Landais, Amaëlle; Lemieux-Dudon, Bénédicte; Toyé Mahamadou Kele, H; Veres, Daniel; Parrenin, Frédéric; Martinerie, Patricia; Ritz, Catherine; Capron, Emilie; Lipenkov, Vladimir Ya; Loutre, Marie-France; Raynaud, Dominique; Vinther, Bo Møllesøe; Svensson, Anders M; Rasmussen, Sune Olander; Severi, Mirko; Blunier, Thomas; Leuenberger, Markus Christian; Fischer, Hubertus; Masson-Delmotte, Valerie; Chappellaz, Jérôme A; Wolff, Eric William (2013): Methane measured on ice core EDC on AICC2012 chronology [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.824883, 
	In: Bazin, L et al. (2013): The Antarctic ice core chronology (AICC2012) [dataset publication series]. PANGAEA, https://doi.org/10.1594/PANGAEA.824894
Related to:	Bazin, Lucie; Landais, Amaëlle; Lemieux-Dudon, Bénédicte; Toyé Mahamadou Kele, H; Veres, Daniel; Parrenin, Frédéric; Martinerie, Patricia; Ritz, Catherine; Capron, Emilie; Lipenkov, Vladimir Ya; Loutre, Marie-France; Raynaud, Dominique; Vinther, Bo Møllesøe; Svensson, Anders M; Rasmussen, Sune Olander; Severi, Mirko; Blunier, Thomas; Leuenberger, Markus Christian; Fischer, Hubertus; Masson-Delmotte, Valerie; Chappellaz, Jérôme A; Wolff, Eric William (2013): An optimized multi-proxy, multi-site Antarctic ice and gas orbital chronology (AICC2012): 120-800 ka. Climate of the Past, 9(4), 1715-1731, https://doi.org/10.5194/cp-9-1715-2013
	Veres, Daniel; Bazin, Lucie; Landais, Amaëlle; Toyé Mahamadou Kele, H; Lemieux-Dudon, Bénédicte; Parrenin, Frédéric; Martinerie, Patricia; Blayo, Eric; Blunier, Thomas; Capron, Emilie; Chappellaz, Jérôme A; Rasmussen, Sune Olander; Severi, Mirko; Svensson, Anders M; Vinther, Bo Møllesøe; Wolff, Eric William (2013): The Antarctic ice core chronology (AICC2012): an optimized multi-parameter and multi-site dating approach for the last 120 thousand years. Climate of the Past, 9(4), 1733-1748, https://doi.org/10.5194/cp-9-1733-2013
Other version:	Icecores data on AICC2012 in Excel format (URI: hdl:10013/epic.42842.d001)
Further details:	Loulergue, Laetitia; Schilt, Adrian; Spahni, Renato; Masson-Delmotte, Valerie; Blunier, Thomas; Lemieux, Bénédicte; Barnola, Jean-Marc; Raynaud, Dominique; Stocker, Thomas F; Chappellaz, Jérôme A (2008): Orbital and millennial-scale features of atmospheric CH4 over the past 800,000 years. Nature, 453(7193), 383-386, https://doi.org/10.1038/nature06950
Project(s):	European Project for Ice Coring in Antarctica (EPICA) (URI: https://en.wikipedia.org/wiki/European_Project_for_Ice_Coring_in_Antarctica)
Funding:	Fifth Framework Programme (FP5), grant/award no. EVK2-CT-2000-00077: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/EVK2-CT-2000-00077)
	Fourth Framework Programme (FP4), grant/award no. ENV4980702: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/ENV4980702)
Coverage:	LATITUDE: -75.100000 * LONGITUDE: 123.350000
	DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00
	MINIMUM DEPTH, ice/snow: 99.34 m * MAXIMUM DEPTH, ice/snow: 3190.53 m
Event(s):	EDC (EPICA Dome C) (URI: https://en.wikipedia.org/wiki/Dome_C) * LATITUDE: -75.100000 * LONGITUDE: 123.350000 * DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00 * ELEVATION: 3233.0 m * Recovery: 3300 m * LOCATION: Dome C, Antarctica * CAMPAIGN: Dome C * METHOD/DEVICE: Ice drill (ICEDRILL) * COMMENT: Drill site is 56 km from the site of a previous Dome C core that provided records extending into the last glacial period, and 560 km from the site of the Vostok cores. The completion of the Dome C core was delayed when the first drilling became stuck at 788 m in 1999 (EDC96).
Parameter(s):	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE
	Gas age [ka BP] (Gas age) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr) * COMMENT: on AICC2012
	Methane [ppbv] (CH4) * PI: Loulergue, Laetitia * COMMENT: see "Further details" for the original reference of this data
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	4206 data points
*/
Depth ice/snow [m]	Gas age [ka BP]	CH4 [ppbv]
2668.03	376.1340000	426.000
2669.13	376.7360000	426.000
2670.23	377.3180000	433.000
2671.33	377.8790000	445.000
2672.43	378.4380000	442.000
2675.73	380.0630000	494.000
2676.83	380.5880000	485.000
2677.93	381.1160000	548.000
2679.03	381.6470000	544.000
2680.13	382.1720000	548.000
2681.23	382.6920000	601.000
2682.33	383.2480000	587.000
2683.40	383.7940000	482.000
2684.53	384.3780000	536.000
2685.63	384.9530000	561.000
2686.71	385.4880000	553.000
2687.83	386.0080000	577.000
2688.93	386.4930000	594.000
2690.03	386.9850000	637.000
2691.13	387.4850000	531.000
2692.23	388.1310000	463.000
2693.33	388.8160000	452.000
2694.43	389.5390000	472.000
2695.53	390.1960000	568.000
2696.63	390.8190000	525.000
2697.73	391.4090000	506.000
2698.78	391.9610000	488.000
2699.93	392.5540000	489.000
2701.03	393.1080000	498.000
2702.13	393.6220000	485.000
2703.23	394.1150000	562.000
2704.33	394.5870000	550.000
2705.43	395.0050000	594.000
2706.51	395.4060000	585.000
2707.58	395.7940000	603.000
2708.73	396.2540000	594.000
2709.83	396.6900000	602.000
2710.93	397.1180000	590.000
2712.03	397.5420000	605.000
2713.13	397.9600000	600.000
2714.20	398.3620000	612.000
2715.33	398.7960000	608.000
2716.43	399.2110000	593.000
2717.53	399.6180000	580.000
2718.60	400.0110000	607.000
2719.73	400.4160000	607.000
2720.80	400.7900000	662.000
2721.93	401.1680000	628.000
2723.03	401.5270000	627.000
2724.13	401.8750000	633.000
2725.23	402.2240000	646.000
2726.33	402.5810000	642.000
2727.43	402.9460000	640.000
2728.53	403.3060000	653.000
2729.63	403.6660000	681.000
2730.73	404.0270000	664.000
2731.83	404.4020000	674.000
2732.93	404.7770000	661.000
2734.03	405.1510000	663.000
2735.13	405.5170000	659.000
2736.23	405.8850000	700.000
2737.28	406.2400000	708.000
2738.43	406.6310000	672.000
2739.53	407.0020000	691.000
2740.63	407.3690000	736.000
2741.73	407.7440000	710.000
2742.83	408.1270000	681.000
2743.93	408.5190000	695.000
2745.03	408.9120000	711.000
2746.08	409.2840000	714.000
2747.23	409.6900000	699.000
2748.33	410.1210000	710.000
2749.43	410.5590000	713.000
2750.53	411.0060000	701.000
2751.63	411.4530000	694.000
2752.73	411.9180000	700.000
2753.80	412.3900000	712.000
2754.93	412.8890000	659.000
2756.00	413.3590000	656.000
2757.13	413.8520000	690.000
2758.15	414.2880000	696.000
2759.33	414.8040000	677.000
2760.43	415.2960000	638.000
2761.53	415.7990000	639.000
2762.00	416.0140000	620.000
2762.56	416.2730000	623.000
2763.03	416.4900000	630.000
2763.70	416.8000000	633.000
2764.83	417.3240000	634.000
2765.23	417.5100000	671.000
2765.93	417.8390000	647.000
2766.33	418.0280000	668.000
2767.03	418.3580000	635.000
2767.47	418.5750000	658.000
2768.13	418.9010000	660.000
2768.73	419.1970000	655.000
2769.73	419.7020000	665.000
2770.33	420.0050000	687.000
2770.73	420.2110000	674.000
2771.43	420.5730000	695.000
2771.85	420.7890000	678.000
2772.50	421.1430000	699.000
2773.63	421.7690000	703.000
2774.03	421.9980000	684.000
2774.73	422.4000000	689.000
2775.11	422.6180000	672.000
2775.83	423.0460000	689.000
2776.90	423.6870000	660.000
2777.53	424.0620000	649.000
2778.43	424.5970000	622.000
2779.13	424.9890000	598.000
2779.54	425.2150000	604.000
2780.23	425.5940000	618.000
2780.63	425.8290000	605.000
2780.83	425.9470000	584.000
2781.21	426.1720000	498.000
2781.33	426.2430000	503.000
2782.05	426.6840000	508.000
2782.87	427.2520000	457.000
2783.53	427.7090000	463.000
2783.95	428.0590000	459.000
2784.63	428.6300000	465.000
2785.03	428.9660000	412.000
2785.70	429.6040000	418.000
2786.83	430.7240000	472.000
2787.23	431.2060000	406.000
2787.93	432.0570000	382.000
2788.19	432.3740000	380.000
2789.03	433.4890000	385.000
2789.45	434.0730000	394.000
2790.13	435.0200000	389.000
2791.23	436.5770000	392.000
2792.33	438.1450000	381.000
2793.43	439.7230000	381.000
2794.53	441.3080000	385.000
2795.63	442.8990000	395.000
2796.35	443.9460000	392.000
2797.83	445.9060000	405.000
2798.42	446.6560000	400.000
2799.53	447.9070000	438.000
2800.62	449.0620000	439.000
2801.09	449.5310000	439.000
2801.72	450.1600000	491.000
2802.16	450.5930000	427.000
2802.82	451.2440000	409.000
2803.26	451.6780000	452.000
2804.04	452.3910000	474.000
2804.39	452.7080000	506.000
2805.02	453.2810000	427.000
2806.12	454.3690000	389.000
2807.22	455.4840000	381.000
2808.33	456.6320000	384.000
2809.42	457.7060000	403.000
2810.52	458.7570000	426.000
2810.98	459.1840000	486.000
2811.62	459.7780000	468.000
2812.09	460.2230000	434.000
2812.73	460.8310000	412.000
2813.82	461.9050000	408.000
2814.92	463.0250000	398.000
2816.02	464.1070000	409.000
2816.49	464.5700000	424.000
2817.13	465.1560000	521.000
2817.59	465.5740000	463.000
2818.22	466.1480000	491.000
2819.35	467.2420000	448.000
2820.42	468.3400000	442.000
2821.53	469.5330000	491.000
2821.96	469.9870000	491.000
2822.62	470.6830000	430.000
2823.72	471.7860000	443.000
2824.82	472.8320000	482.000
2825.93	473.7060000	482.000
2827.02	474.5690000	440.000
2828.12	475.4460000	456.000
2829.22	476.4800000	475.000
2830.33	477.5000000	504.000
2831.42	478.4790000	517.000
2832.52	479.3710000	528.000
2833.62	480.2940000	496.000
2834.73	481.2540000	531.000
2835.19	481.6380000	504.000
2835.82	482.1630000	492.000
2836.92	483.0230000	504.000
2838.02	483.8260000	507.000
2839.13	484.5960000	516.000
2840.22	485.3390000	544.000
2841.32	486.0760000	543.000
2842.42	486.8000000	569.000
2843.53	487.5280000	583.000
2844.61	488.2330000	583.000
2845.72	488.9700000	615.000
2846.82	489.6930000	624.000
2847.93	490.4170000	588.000
2849.02	491.1210000	558.000
2850.11	491.8220000	584.000
2851.22	492.5320000	534.000
2852.33	493.2680000	501.000
2853.42	493.9820000	500.000
2854.52	494.6960000	517.000
2855.62	495.4040000	496.000
2856.73	496.1240000	514.000
2857.82	496.8370000	522.000
2858.92	497.6090000	516.000
2860.02	498.3870000	506.000
2861.13	499.1800000	509.000
2862.22	499.9510000	499.000
2863.32	500.7260000	496.000
2864.42	501.4980000	512.000
2865.56	502.3100000	522.000
2866.62	503.0600000	517.000
2867.72	503.8340000	515.000
2868.84	504.5890000	549.000
2869.93	505.3400000	566.000
2871.02	506.1070000	524.000
2872.12	506.9360000	579.000
2873.22	507.7520000	601.000
2874.33	508.5650000	573.000
2875.42	509.4010000	582.000
2876.52	510.2580000	557.000
2877.62	511.1250000	533.000
2878.73	511.9850000	520.000
2879.82	512.8230000	495.000
2880.92	513.6630000	487.000
2882.02	514.4770000	486.000
2883.13	515.2930000	488.000
2884.22	516.0880000	496.000
2885.32	516.8220000	507.000
2886.45	517.5680000	519.000
2886.89	517.8560000	483.000
2887.53	518.2760000	477.000
2887.99	518.5800000	501.000
2888.62	518.9980000	508.000
2889.72	519.7350000	507.000
2890.82	520.4790000	512.000
2891.93	521.2390000	499.000
2895.22	523.4690000	524.000
2896.33	524.2310000	522.000
2897.42	524.9870000	535.000
2898.52	525.7570000	516.000
2899.62	526.5370000	534.000
2900.73	527.3350000	518.000
2901.82	528.1450000	534.000
2902.92	529.0000000	538.000
2904.02	529.8890000	541.000
2905.13	530.7990000	529.000
2906.22	531.6800000	518.000
2906.69	532.0550000	520.000
2907.32	532.5590000	464.000
2908.42	533.5030000	441.000
2909.53	534.5470000	450.000
2910.62	535.6530000	420.000
2911.72	536.8090000	422.000
2912.82	537.9330000	458.000
2913.93	539.0370000	449.000
2915.05	540.1260000	490.000
2916.12	541.1670000	497.000
2916.59	541.6240000	467.000
2917.22	542.2380000	448.000
2917.69	542.7100000	415.000
2918.33	543.3530000	400.000
2919.42	544.4140000	391.000
2920.52	545.4510000	408.000
2921.62	546.3990000	405.000
2922.73	547.3710000	427.000
2923.82	548.3390000	418.000
2924.92	549.2880000	409.000
2926.02	550.1910000	390.000
2927.17	551.0820000	434.000
2928.22	551.7790000	456.000
2929.32	552.4240000	472.000
2930.42	552.9900000	477.000
2931.53	553.5580000	491.000
2931.99	553.7940000	443.000
2932.62	554.1730000	431.000
2933.72	554.8470000	471.000
2934.82	555.5310000	501.000
2935.93	556.1570000	519.000
2937.02	556.7120000	557.000
2938.12	557.1770000	578.000
2939.22	557.6360000	575.000
2940.43	558.1370000	531.000
2941.42	558.5660000	496.000
2942.52	559.0750000	443.000
2943.62	559.6160000	443.000
2944.73	560.1850000	468.000
2945.81	560.7210000	492.000
2946.92	561.2520000	501.000
2948.02	561.6900000	516.000
2948.49	561.8760000	511.000
2949.59	562.2990000	464.000
2950.74	562.7340000	484.000
2951.32	562.9490000	486.000
2952.42	563.3540000	497.000
2953.53	563.7570000	495.000
2954.62	564.1370000	532.000
2955.72	564.5360000	529.000
2956.82	564.9500000	554.000
2957.93	565.3580000	550.000
2959.02	565.7340000	579.000
2960.12	566.0890000	581.000
2961.23	566.4350000	589.000
2962.33	566.7710000	577.000
2963.42	567.0970000	627.000
2964.55	567.4180000	618.000
2965.62	567.7340000	626.000
2966.73	568.0700000	620.000
2967.82	568.3890000	603.000
2968.92	568.7500000	615.000
2970.02	569.1470000	613.000
2971.13	569.5190000	589.000
2972.22	569.8950000	590.000
2973.32	570.2820000	589.000
2974.42	570.6800000	588.000
2975.53	571.0830000	580.000
2976.62	571.4780000	597.000
2977.72	571.8190000	594.000
2978.85	572.1690000	610.000
2979.93	572.5050000	604.000
2981.02	572.8800000	614.000
2982.12	573.2820000	612.000
2983.22	573.7070000	613.000
2984.33	574.1630000	598.000
2985.43	574.6090000	620.000
2986.52	575.0450000	605.000
2987.62	575.4630000	600.000
2988.73	575.9070000	581.000
2989.82	576.3630000	589.000
2990.92	576.8790000	584.000
2992.02	577.4080000	597.000
2993.13	577.9520000	579.000
2994.22	578.4930000	602.000
2995.32	579.0350000	602.000
2996.42	579.5730000	618.000
2997.53	580.1470000	609.000
2997.99	580.3850000	521.000
2998.62	580.7900000	505.000
2999.72	581.5140000	484.000
3000.82	582.4220000	488.000
3001.93	583.4540000	482.000
3005.22	586.6810000	470.000
3006.33	587.7660000	451.000
3007.42	588.9020000	468.000
3008.52	590.0040000	480.000
3009.07	590.5340000	428.000
3010.73	592.2580000	483.000
3011.82	593.4990000	510.000
3012.92	594.8180000	539.000
3013.39	595.3970000	463.000
3014.02	596.1720000	448.000
3015.13	597.6390000	465.000
3015.59	598.2840000	496.000
3016.22	599.1660000	544.000
3017.33	600.6130000	534.000
3018.42	601.9870000	542.000
3019.53	603.3430000	526.000
3020.62	604.6850000	503.000
3021.72	606.0420000	533.000
3022.82	607.4000000	538.000
3023.93	608.6800000	578.000
3024.39	609.2100000	577.000
3025.02	609.8910000	583.000
3026.12	611.0710000	593.000
3027.22	612.2310000	620.000
3028.33	613.4140000	601.000
3029.42	614.5860000	620.000
3030.52	615.8010000	617.000
3031.62	617.0550000	611.000
3032.73	618.3580000	604.000
3033.82	619.6760000	602.000
3034.92	621.0270000	609.000
3035.39	621.6110000	627.000
3036.04	622.4230000	661.000
3036.49	623.0130000	618.000
3037.13	623.8520000	572.000
3037.59	624.4540000	573.000
3038.22	625.3380000	478.000
3038.69	626.0020000	474.000
3039.32	626.9000000	386.000
3040.42	628.9360000	356.000
3041.53	631.2550000	376.000
3042.62	633.7730000	361.000
3043.70	636.4290000	373.000
3044.82	639.1590000	373.000
3045.93	641.8290000	369.000
3046.39	642.7890000	386.000
3047.02	644.1030000	429.000
3048.12	646.2960000	429.000
3049.32	648.5480000	426.000
3050.33	650.1610000	414.000
3051.42	651.9040000	409.000
3052.52	653.6650000	397.000
3053.62	655.3590000	414.000
3054.07	656.0520000	398.000
3054.73	657.0120000	344.000
3055.82	658.5880000	359.000
3056.92	660.3920000	402.000
3058.02	662.1200000	384.000
3059.13	663.7870000	414.000
3060.66	665.7520000	376.000
3061.32	666.6920000	374.000
3061.76	667.3290000	365.000
3062.42	668.2800000	385.000
3062.81	668.7710000	390.000
3063.53	669.6760000	396.000
3064.72	671.0340000	489.000
3064.80	671.1180000	483.000
3065.06	671.3920000	439.000
3065.72	672.0910000	462.000
3066.16	672.6770000	471.000
3066.82	673.5560000	529.000
3067.26	674.1420000	512.000
3067.93	674.8810000	562.000
3068.33	675.3070000	564.000
3069.02	676.0410000	554.000
3069.45	676.4600000	551.000
3070.12	677.1120000	536.000
3070.56	677.5400000	455.000
3071.22	678.2190000	466.000
3071.66	678.6760000	464.000
3072.33	679.3650000	491.000
3072.73	679.6810000	495.000
3073.42	680.2270000	494.000
3073.74	680.4810000	500.000
3073.86	680.5760000	544.000
3074.52	681.1900000	460.000
3074.96	681.6100000	446.000
3075.62	682.2400000	466.000
3076.04	682.6550000	490.000
3076.73	683.3380000	482.000
3077.13	683.7340000	486.000
3077.82	684.3350000	505.000
3078.17	684.6310000	523.000
3078.26	684.7070000	543.000
3078.92	685.2640000	494.000
3079.36	685.6260000	498.000
3080.02	686.1680000	499.000
3080.46	686.5300000	504.000
3081.13	687.0580000	520.000
3082.30	687.9730000	508.000
3082.62	688.2230000	514.000
3083.32	688.7700000	521.000
3083.76	689.1130000	523.000
3084.85	689.9050000	538.000
3085.53	690.3940000	529.000
3085.93	690.6710000	527.000
3086.62	691.1470000	538.000
3087.03	691.4310000	542.000
3087.72	691.9400000	557.000
3088.16	692.2690000	540.000
3088.82	692.7610000	555.000
3089.27	693.0590000	549.000
3089.93	693.4970000	561.000
3091.02	694.2110000	584.000
3091.45	694.4900000	568.000
3092.12	694.9250000	570.000
3092.56	695.2190000	557.000
3093.22	695.6600000	596.000
3093.65	695.9480000	602.000
3094.33	696.3640000	590.000
3095.42	697.0210000	615.000
3095.86	697.3020000	629.000
3096.52	697.7230000	639.000
3096.96	698.0040000	635.000
3097.62	698.4280000	652.000
3098.05	698.7050000	632.000
3098.73	699.1410000	647.000
3099.13	699.3830000	643.000
3099.82	699.8000000	645.000
3100.26	700.0660000	624.000
3101.36	700.7730000	604.000
3102.02	701.1990000	605.000
3102.37	701.4260000	588.000
3103.61	702.2280000	604.000
3104.22	702.6600000	594.000
3104.66	702.9730000	566.000
3105.32	703.4420000	581.000
3105.76	703.7550000	578.000
3106.42	704.2240000	595.000
3106.86	704.5370000	571.000
3107.52	704.9770000	584.000
3108.03	705.3130000	594.000
3108.62	705.7030000	605.000
3109.06	706.0100000	582.000
3109.72	706.4690000	593.000
3110.07	706.7130000	588.000
3110.82	707.2660000	602.000
3111.26	707.5970000	585.000
3111.92	708.0940000	610.000
3112.31	708.4140000	610.000
3113.03	709.0040000	519.000
3113.46	709.3570000	505.000
3114.12	709.9510000	512.000
3114.56	710.3520000	521.000
3115.22	710.9530000	611.000
3115.33	711.0500000	568.000
3115.66	711.3430000	556.000
3116.32	711.9290000	591.000
3116.83	712.3820000	573.000
3117.42	712.9400000	588.000
3117.93	713.4240000	597.000
3118.55	714.0140000	593.000
3118.93	714.3890000	577.000
3119.63	715.0790000	570.000
3120.05	715.4940000	531.000
3120.72	716.1730000	435.000
3121.23	716.6930000	399.000
3121.82	717.3000000	403.000
3122.26	717.8730000	392.000
3122.92	718.7340000	408.000
3123.41	719.3720000	401.000
3124.02	720.0470000	491.000
3124.46	720.5280000	515.000
3125.12	721.2490000	566.000
3125.63	721.8040000	560.000
3126.23	722.4580000	581.000
3126.63	722.8930000	478.000
3127.33	723.6890000	561.000
3127.83	724.2620000	504.000
3128.42	724.9380000	541.000
3128.83	725.3840000	531.000
3129.52	726.1360000	559.000
3129.88	726.5280000	530.000
3130.62	727.3430000	551.000
3131.06	727.8290000	545.000
3131.72	728.5580000	538.000
3132.23	729.0990000	512.000
3132.89	729.8000000	537.000
3133.23	730.1610000	521.000
3133.92	730.8120000	525.000
3134.43	731.2800000	530.000
3135.02	731.8240000	519.000
3135.46	732.2640000	520.000
3136.12	732.9240000	531.000
3136.63	733.4340000	518.000
3137.22	733.9900000	541.000
3137.66	734.4030000	546.000
3138.32	735.0240000	561.000
3138.83	735.5100000	542.000
3139.42	736.0720000	508.000
3139.80	736.4350000	423.000
3140.52	737.2440000	407.000
3141.03	737.8410000	408.000
3141.62	738.5340000	403.000
3142.06	739.0970000	411.000
3142.72	739.9420000	414.000
3143.23	740.5950000	388.000
3143.82	741.2860000	409.000
3144.26	741.8000000	402.000
3144.92	742.5720000	422.000
3145.43	743.1930000	439.000
3146.02	743.9110000	422.000
3146.46	744.4460000	421.000
3147.12	745.2430000	432.000
3147.63	745.8580000	415.000
3148.22	746.5690000	428.000
3148.66	747.1010000	402.000
3149.32	747.8980000	405.000
3149.83	748.5150000	392.000
3150.42	749.2220000	409.000
3150.85	749.7370000	378.000
3151.52	750.5410000	400.000
3152.03	751.1850000	408.000
3152.62	751.9300000	428.000
3153.06	752.4860000	401.000
3153.75	753.4410000	431.000
3154.92	755.0670000	410.000
3155.26	755.5050000	406.000
3155.92	756.3570000	429.000
3156.43	757.0150000	445.000
3157.02	757.7430000	419.000
3157.46	758.2850000	439.000
3157.65	758.5190000	473.000
3157.85	758.7650000	480.000
3158.12	759.0960000	505.000
3158.63	759.6830000	498.000
3158.75	759.8210000	498.000
3158.95	760.0510000	486.000
3159.32	760.4760000	421.000
3159.66	760.8680000	434.000
3160.32	761.6790000	462.000
3160.78	762.2500000	454.000
3161.53	763.2070000	473.000
3161.86	763.6800000	474.000
3162.52	764.6280000	521.000
3163.02	765.3450000	538.000
3163.33	765.7590000	556.000
3163.62	766.1430000	549.000
3163.94	766.5670000	563.000
3164.06	766.7260000	518.000
3164.35	767.1100000	535.000
3164.47	767.2690000	500.000
3164.72	767.5990000	470.000
3164.98	767.9320000	462.000
3165.23	768.2520000	467.000
3165.82	769.0070000	519.000
3166.23	769.5320000	486.000
3166.92	770.5220000	568.000
3167.43	771.2700000	570.000
3167.64	771.5780000	587.000
3167.75	771.7400000	616.000
3168.02	772.1320000	622.000
3168.19	772.3480000	630.000
3168.43	772.6530000	632.000
3168.67	772.9580000	647.000
3168.87	773.2120000	639.000
3169.12	773.5290000	556.000
3169.34	773.8090000	543.000
3169.49	773.9990000	539.000
3169.63	774.1770000	530.000
3170.22	774.9160000	566.000
3170.66	775.4660000	549.000
3171.32	776.2910000	583.000
3171.83	776.9100000	577.000
3172.43	777.6400000	618.000
3172.86	778.1620000	601.000
3173.52	778.9120000	658.000
3174.03	779.4860000	681.000
3174.62	780.1490000	614.000
3175.05	780.6460000	598.000
3175.72	781.4190000	616.000
3176.23	782.0070000	630.000
3176.94	782.7870000	633.000
3177.23	783.1050000	623.000
3177.95	783.8910000	639.000
3178.43	784.3880000	618.000
3179.02	784.9980000	653.000
3179.46	785.4540000	639.000
3180.12	786.1530000	686.000
3180.63	786.6950000	677.000
3181.17	787.2690000	723.000
3181.22	787.3200000	739.000
3181.33	787.4250000	699.000
3181.63	787.7120000	713.000
3182.32	788.3720000	659.000
3182.79	788.8220000	589.000
3183.42	789.4540000	562.000
3183.86	789.8980000	543.000
3184.52	790.5690000	540.000
3185.03	791.2230000	483.000
3185.62	791.9780000	503.000
3186.06	792.5420000	466.000
3186.72	793.4740000	470.000
3187.23	794.2050000	451.000
3187.82	795.0530000	420.000
3188.08	795.4540000	428.000
3188.95	796.7990000	418.000
3189.43	797.5410000	396.000
3190.03	798.5930000	458.000
3190.53	799.4720000	399.000
