/* DATA DESCRIPTION:
Citation:	Gkinis, Vasileios; Dahl-Jensen, Dorthe; Steffensen, Jørgen Peder; Vinther, Bo Møllesøe; Landais, Amaëlle; Jouzel, Jean; Masson-Delmotte, Valerie; Cattani, Olivier; Minster, Bénédicte; Grisart, Antoine; Hörhold, Maria; Stenni, Barbara; Selmo, Enricomaria (2021): Oxygen-18 isotope ratios from the EPICA Dome C ice core at 11 cm resolution [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.939445
Abstract:	Abstract: We present here a high resolution (0.11 m) dataset of the isotopic composition of the ice (δ¹⁸O) from the EPICA Dome-C ice core. The dataset covers the depth range 7.81-3189.89 m (0.05-802.427 ka). Analysis is performed in Copenhagen with a CO~2~ equilibration Mass Spectrometry system (Finnegan MAT 251). Samples of 5 ml are equilibrated with CO~2~ for 6 hours under vibrations, thereafter injected to the mass spectrometer where the ¹⁸O/¹⁶O ratio is obtained on masses 46 and 44. All measurements reported on the SMOW-SLAP scale using a 2-point linear calibration (standards used: Crete: -33.61 ‰ and DC02: -54.11 ‰ . The combined uncertainty of the record is 0.07 ‰. We interpolate the dataset on the AICC2012 chronology.
Keyword(s):	Antarctica; d18O; Dome C; EPICA; ice cores; Isotope ratio; mass spectrometry; water isotopes
Related to:	Gkinis, Vasileios (2011): High resolution water isotope data from ice cores. Zenodo, https://doi.org/10.5281/zenodo.5653088
	Landais, Amaëlle; Masson-Delmotte, Valerie; Stenni, Barbara; Selmo, Enricomaria; Roche, D M; Jouzel, Jean; Lambert, Fabrice; Guillevic, Myriam; Bazin, Lucie; Arzel, O; Vinther, Bo Møllesøe; Gkinis, Vasileios; Popp, Trevor (2015): A review of the bipolar see–saw from synchronized and high resolution ice core water stable isotope records from Greenland and East Antarctica. Quaternary Science Reviews, 114, 18-32, https://doi.org/10.1016/j.quascirev.2015.01.031
Further details:	Seierstad, Inger K; Johnsen, Sigfús Jóhann; Vinther, Bo Møllesøe; Olsen, Jesper (2005): The duration of the Bølling-Allerød period (Greenland Interstadial 1) in the GRIP ice core. Annals of Glaciology, 42, 337-344, https://doi.org/10.3189/172756405781812556
Project(s):	European Project for Ice Coring in Antarctica (EPICA) (URI: https://en.wikipedia.org/wiki/European_Project_for_Ice_Coring_in_Antarctica)
Funding:	Fifth Framework Programme (FP5), grant/award no. EVK2-CT-2000-00077: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/EVK2-CT-2000-00077)
	Fourth Framework Programme (FP4), grant/award no. ENV4980702: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/ENV4980702)
Coverage:	LATITUDE: -75.100000 * LONGITUDE: 123.350000
	DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00
	MINIMUM DEPTH, sediment/rock: 7.755 m * MAXIMUM DEPTH, sediment/rock: 3189.835 m
Event(s):	EDC (EPICA Dome C) (URI: https://en.wikipedia.org/wiki/Dome_C) * LATITUDE: -75.100000 * LONGITUDE: 123.350000 * DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00 * ELEVATION: 3233.0 m * Recovery: 3300 m * LOCATION: Dome C, Antarctica * CAMPAIGN: Dome C * METHOD/DEVICE: Ice drill (ICEDRILL) * COMMENT: Drill site is 56 km from the site of a previous Dome C core that provided records extending into the last glacial period, and 560 km from the site of the Vostok cores. The completion of the Dome C core was delayed when the first drilling became stuck at 788 m in 1999 (EDC96).
Comment:	The record is not continuous and presents 14 gaps in the following depth ranges:
	1. 120.01 - 120.67 (7 samples)
	2. 234.41 - 234.85 (5 samples)
	3. 288.86 - 290.40 (15 samples)
	4. 656.81 - 659.45 (28 samples)
	5. 1528.56 - 1539.45 (100 samples)
	6. 1583.56 - 1594.45 (100 samples)
	7. 1638.56 - 1649.45 (100 samples)
	8. 1693.56 - 1704.45 (100 samples)
	9. 1748.56 - 1759.45 (100 samples)
	10. 1803.56 - 1814.45 (100 samples)
	11. 2141.81 - 2144.45 (25 samples)
	12. 2238.06 - 2239.6 (15 samples)
	13. 2249.06 - 2317.7 (625 samples)
	14. 2756.16 - 2794.55 (350 samples)
Parameter(s):	Depth, top/min [m] (Depth top) * PI: Gkinis, Vasileios (https://orcid.org/0000-0002-5910-1549, v.gkinis@nbi.ku.dk, http://www.nbi.ku.dk/english/staff/?pure=en/persons/339558)
	Depth, bottom/max [m] (Depth bot) * PI: Gkinis, Vasileios (https://orcid.org/0000-0002-5910-1549, v.gkinis@nbi.ku.dk, http://www.nbi.ku.dk/english/staff/?pure=en/persons/339558)
	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE * PI: Gkinis, Vasileios (https://orcid.org/0000-0002-5910-1549, v.gkinis@nbi.ku.dk, http://www.nbi.ku.dk/english/staff/?pure=en/persons/339558)
	Age, dated [ka] (Age dated) * PI: Gkinis, Vasileios (https://orcid.org/0000-0002-5910-1549, v.gkinis@nbi.ku.dk, http://www.nbi.ku.dk/english/staff/?pure=en/persons/339558) * METHOD/DEVICE: Antarctic ice core chronology (AICC2012) (URI: https://doi.org/10.5194/cp-9-1733-2013)
	δ18O [‰] (δ18O) * PI: Gkinis, Vasileios (https://orcid.org/0000-0002-5910-1549, v.gkinis@nbi.ku.dk, http://www.nbi.ku.dk/english/staff/?pure=en/persons/339558) * METHOD/DEVICE: Mass spectrometer Finnigan MAT 251
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0) (URI: https://creativecommons.org/licenses/by/4.0/)
Size:	114049 data points
*/
Depth top [m]	Depth bot [m]	Depth sed [m]	Age dated [ka]	δ18O [‰]
1966.03	1966.14	1966.085	177.66300	-55.82
1966.14	1966.25	1966.195	177.68733	-55.60
1966.25	1966.36	1966.305	177.71167	-53.86
1966.36	1966.47	1966.415	177.73600	-55.03
1966.47	1966.58	1966.525	177.76033	-55.80
1966.58	1966.69	1966.635	177.78467	-55.48
1966.69	1966.80	1966.745	177.80900	-55.56
1966.80	1966.91	1966.855	177.83367	-55.59
1966.91	1967.02	1966.965	177.85833	-55.85
1967.02	1967.13	1967.075	177.88300	-54.40
1967.13	1967.24	1967.185	177.90767	-55.29
1967.24	1967.35	1967.295	177.93233	-55.47
1967.35	1967.46	1967.405	177.95700	-55.69
1967.46	1967.57	1967.515	177.98167	-55.22
1967.57	1967.68	1967.625	178.00633	-56.04
1967.68	1967.79	1967.735	178.03100	-55.90
1967.79	1967.90	1967.845	178.05567	-55.59
1967.90	1968.01	1967.955	178.08033	-54.07
1968.01	1968.12	1968.065	178.10500	-55.02
1968.12	1968.23	1968.175	178.12967	-55.51
1968.23	1968.34	1968.285	178.15433	-55.21
1968.34	1968.45	1968.395	178.17900	-55.69
1968.45	1968.56	1968.505	178.20340	-55.11
1968.56	1968.67	1968.615	178.22780	-55.65
1968.67	1968.78	1968.725	178.25220	-55.40
1968.78	1968.89	1968.835	178.27660	-55.75
1968.89	1969.00	1968.945	178.30100	-54.67
1969.00	1969.11	1969.055	178.32540	-55.68
1969.11	1969.22	1969.165	178.34980	-55.64
1969.22	1969.33	1969.275	178.37420	-55.43
1969.33	1969.44	1969.385	178.39860	-54.94
1969.44	1969.55	1969.495	178.42300	-55.78
1969.55	1969.66	1969.605	178.44740	-55.32
1969.66	1969.77	1969.715	178.47180	-55.28
1969.77	1969.88	1969.825	178.49620	-55.31
1969.88	1969.99	1969.935	178.52060	-56.20
1969.99	1970.10	1970.045	178.54500	-55.99
1970.10	1970.21	1970.155	178.57173	-55.45
1970.21	1970.32	1970.265	178.59847	-56.03
1970.32	1970.43	1970.375	178.62520	-55.68
1970.43	1970.54	1970.485	178.65193	-55.86
1970.54	1970.65	1970.595	178.67867	-57.02
1970.65	1970.76	1970.705	178.70540	-56.13
1970.76	1970.87	1970.815	178.73213	-56.18
1970.87	1970.98	1970.925	178.75887	-56.62
1970.98	1971.09	1971.035	178.78560	-56.49
1971.09	1971.20	1971.145	178.81233	-56.28
1971.20	1971.31	1971.255	178.83907	-56.20
1971.31	1971.42	1971.365	178.86580	-56.88
1971.42	1971.53	1971.475	178.89253	-56.43
1971.53	1971.64	1971.585	178.91927	-56.16
1971.64	1971.75	1971.695	178.94600	-56.32
1971.75	1971.86	1971.805	178.97167	-55.76
1971.86	1971.97	1971.915	178.99733	-55.53
1971.97	1972.08	1972.025	179.02300	-55.49
1972.08	1972.19	1972.135	179.04867	-55.84
1972.19	1972.30	1972.245	179.07433	-56.52
1972.30	1972.41	1972.355	179.10000	-55.87
1972.41	1972.52	1972.465	179.12567	-56.03
1972.52	1972.63	1972.575	179.15133	-55.69
1972.63	1972.74	1972.685	179.17700	-55.82
1972.74	1972.85	1972.795	179.20267	-56.46
1972.85	1972.96	1972.905	179.22833	-56.12
1972.96	1973.07	1973.015	179.25400	-55.57
1973.07	1973.18	1973.125	179.27967	-55.91
1973.18	1973.29	1973.235	179.30533	-56.15
1973.29	1973.40	1973.345	179.33100	-56.12
1973.40	1973.51	1973.455	179.35560	-55.58
1973.51	1973.62	1973.565	179.38020	-56.30
1973.62	1973.73	1973.675	179.40480	-56.81
1973.73	1973.84	1973.785	179.42940	-56.23
1973.84	1973.95	1973.895	179.45400	-55.78
1973.95	1974.06	1974.005	179.47860	-55.86
1974.06	1974.17	1974.115	179.50320	-56.37
1974.17	1974.28	1974.225	179.52780	-56.36
1974.28	1974.39	1974.335	179.55240	-54.68
1974.39	1974.50	1974.445	179.57700	-55.06
1974.50	1974.61	1974.555	179.60160	-54.95
1974.61	1974.72	1974.665	179.62620	-55.85
1974.72	1974.83	1974.775	179.65080	-56.33
1974.83	1974.94	1974.885	179.67540	-53.55
1974.94	1975.05	1974.995	179.70000	-55.80
1975.05	1975.16	1975.105	179.72220	-55.14
1975.16	1975.27	1975.215	179.74440	-54.71
1975.27	1975.38	1975.325	179.76660	-56.02
1975.38	1975.49	1975.435	179.78880	-56.15
1975.49	1975.60	1975.545	179.81100	-55.50
1975.60	1975.71	1975.655	179.83320	-54.95
1975.71	1975.82	1975.765	179.85540	-54.65
1975.82	1975.93	1975.875	179.87760	-55.27
1975.93	1976.04	1975.985	179.89980	-54.94
1976.04	1976.15	1976.095	179.92200	-54.02
1976.15	1976.26	1976.205	179.94420	-54.49
1976.26	1976.37	1976.315	179.96640	-55.24
1976.37	1976.48	1976.425	179.98860	-55.07
1976.48	1976.59	1976.535	180.01080	-54.81
1976.59	1976.70	1976.645	180.03300	-54.73
1976.70	1976.81	1976.755	180.05347	-53.34
1976.81	1976.92	1976.865	180.07393	-54.17
1976.92	1977.03	1976.975	180.09440	-53.66
1977.03	1977.14	1977.085	180.11487	-54.31
1977.14	1977.25	1977.195	180.13533	-53.42
1977.25	1977.36	1977.305	180.15580	-54.02
1977.36	1977.47	1977.415	180.17627	-54.48
1977.47	1977.58	1977.525	180.19673	-54.04
1977.58	1977.69	1977.635	180.21720	-54.40
1977.69	1977.80	1977.745	180.23767	-53.48
1977.80	1977.91	1977.855	180.25813	-55.01
1977.91	1978.02	1977.965	180.27860	-54.57
1978.02	1978.13	1978.075	180.29907	-55.17
1978.13	1978.24	1978.185	180.31953	-54.58
1978.24	1978.35	1978.295	180.34000	-55.19
1978.35	1978.46	1978.405	180.36133	-54.47
1978.46	1978.57	1978.515	180.38267	-54.75
1978.57	1978.68	1978.625	180.40400	-54.38
1978.68	1978.79	1978.735	180.42533	-54.61
1978.79	1978.90	1978.845	180.44667	-54.36
1978.90	1979.01	1978.955	180.46800	-54.81
1979.01	1979.12	1979.065	180.48933	-53.83
1979.12	1979.23	1979.175	180.51067	-54.40
1979.23	1979.34	1979.285	180.53200	-55.15
1979.34	1979.45	1979.395	180.55333	-55.03
1979.45	1979.56	1979.505	180.57467	-55.85
1979.56	1979.67	1979.615	180.59600	-54.84
1979.67	1979.78	1979.725	180.61733	-55.54
1979.78	1979.89	1979.835	180.63867	-55.67
1979.89	1980.00	1979.945	180.66000	-55.33
1980.00	1980.11	1980.055	180.67913	-53.70
1980.11	1980.22	1980.165	180.69827	-54.03
1980.22	1980.33	1980.275	180.71740	-54.23
1980.33	1980.44	1980.385	180.73653	-54.66
1980.44	1980.55	1980.495	180.75567	-53.96
1980.55	1980.66	1980.605	180.77480	-54.39
1980.66	1980.77	1980.715	180.79393	-53.98
1980.77	1980.88	1980.825	180.81307	-53.30
1980.88	1980.99	1980.935	180.83220	-53.78
1980.99	1981.10	1981.045	180.85133	-52.90
1981.10	1981.21	1981.155	180.87047	-52.86
1981.21	1981.32	1981.265	180.88960	-53.52
1981.32	1981.43	1981.375	180.90873	-54.45
1981.43	1981.54	1981.485	180.92787	-53.49
1981.54	1981.65	1981.595	180.94700	-54.26
1981.65	1981.76	1981.705	180.96680	-53.82
1981.76	1981.87	1981.815	180.98660	-53.45
1981.87	1981.98	1981.925	181.00640	-54.42
1981.98	1982.09	1982.035	181.02620	-54.16
1982.09	1982.20	1982.145	181.04600	-53.67
1982.20	1982.31	1982.255	181.06580	-53.70
1982.31	1982.42	1982.365	181.08560	-54.22
1982.42	1982.53	1982.475	181.10540	-54.72
1982.53	1982.64	1982.585	181.12520	-53.50
1982.64	1982.75	1982.695	181.14500	-53.73
1982.75	1982.86	1982.805	181.16480	-54.25
1982.86	1982.97	1982.915	181.18460	-54.24
1982.97	1983.08	1983.025	181.20440	-53.84
1983.08	1983.19	1983.135	181.22420	-53.51
1983.19	1983.30	1983.245	181.24400	-54.67
1983.30	1983.41	1983.355	181.26433	-55.09
1983.41	1983.52	1983.465	181.28467	-53.87
1983.52	1983.63	1983.575	181.30500	-54.41
1983.63	1983.74	1983.685	181.32533	-54.34
1983.74	1983.85	1983.795	181.34567	-53.82
1983.85	1983.96	1983.905	181.36600	-54.89
1983.96	1984.07	1984.015	181.38633	-54.58
1984.07	1984.18	1984.125	181.40667	-55.16
1984.18	1984.29	1984.235	181.42700	-54.44
1984.29	1984.40	1984.345	181.44733	-54.11
1984.40	1984.51	1984.455	181.46767	-53.70
1984.51	1984.62	1984.565	181.48800	-53.49
1984.62	1984.73	1984.675	181.50833	-54.87
1984.73	1984.84	1984.785	181.52867	-53.89
1984.84	1984.95	1984.895	181.54900	-53.19
1984.95	1985.06	1985.005	181.57013	-54.02
1985.06	1985.17	1985.115	181.59127	-54.86
1985.17	1985.28	1985.225	181.61240	-55.70
1985.28	1985.39	1985.335	181.63353	-54.57
1985.39	1985.50	1985.445	181.65467	-54.10
1985.50	1985.61	1985.555	181.67580	-55.15
1985.61	1985.72	1985.665	181.69693	-55.38
1985.72	1985.83	1985.775	181.71807	-53.31
1985.83	1985.94	1985.885	181.73920	-54.77
1985.94	1986.05	1985.995	181.76033	-54.41
1986.05	1986.16	1986.105	181.78147	-54.56
1986.16	1986.27	1986.215	181.80260	-54.68
1986.27	1986.38	1986.325	181.82373	-54.96
1986.38	1986.49	1986.435	181.84487	-54.71
1986.49	1986.60	1986.545	181.86600	-54.34
1986.60	1986.71	1986.655	181.88900	-54.63
1986.71	1986.82	1986.765	181.91200	-54.80
1986.82	1986.93	1986.875	181.93500	-54.62
1986.93	1987.04	1986.985	181.95800	-55.28
1987.04	1987.15	1987.095	181.98100	-55.36
1987.15	1987.26	1987.205	182.00400	-54.96
1987.26	1987.37	1987.315	182.02700	-55.12
1987.37	1987.48	1987.425	182.05000	-55.54
1987.48	1987.59	1987.535	182.07300	-55.72
1987.59	1987.70	1987.645	182.09600	-55.65
1987.70	1987.81	1987.755	182.11900	-55.19
1987.81	1987.92	1987.865	182.14200	-55.91
1987.92	1988.03	1987.975	182.16500	-56.67
1988.03	1988.14	1988.085	182.18800	-55.67
1988.14	1988.25	1988.195	182.21100	-56.60
1988.25	1988.36	1988.305	182.23513	-56.27
1988.36	1988.47	1988.415	182.25927	-55.93
1988.47	1988.58	1988.525	182.28340	-55.44
1988.58	1988.69	1988.635	182.30753	-55.50
1988.69	1988.80	1988.745	182.33167	-56.36
1988.80	1988.91	1988.855	182.35580	-56.37
1988.91	1989.02	1988.965	182.37993	-56.71
1989.02	1989.13	1989.075	182.40407	-55.92
1989.13	1989.24	1989.185	182.42820	-55.63
1989.24	1989.35	1989.295	182.45233	-56.08
1989.35	1989.46	1989.405	182.47647	-56.49
1989.46	1989.57	1989.515	182.50060	-56.59
1989.57	1989.68	1989.625	182.52473	-56.18
1989.68	1989.79	1989.735	182.54887	-55.29
1989.79	1989.90	1989.845	182.57300	-55.08
1989.90	1990.01	1989.955	182.59580	-55.00
1990.01	1990.12	1990.065	182.61860	-56.32
1990.12	1990.23	1990.175	182.64140	-56.43
1990.23	1990.34	1990.285	182.66420	-56.27
1990.34	1990.45	1990.395	182.68700	-55.01
1990.45	1990.56	1990.505	182.70980	-54.93
1990.56	1990.67	1990.615	182.73260	-54.89
1990.67	1990.78	1990.725	182.75540	-56.21
1990.78	1990.89	1990.835	182.77820	-54.85
1990.89	1991.00	1990.945	182.80100	-54.29
1991.00	1991.11	1991.055	182.82380	-57.02
1991.11	1991.22	1991.165	182.84660	-55.95
1991.22	1991.33	1991.275	182.86940	-55.46
1991.33	1991.44	1991.385	182.89220	-56.00
1991.44	1991.55	1991.495	182.91500	-56.18
1991.55	1991.66	1991.605	182.93800	-56.47
1991.66	1991.77	1991.715	182.96100	-55.40
1991.77	1991.88	1991.825	182.98400	-56.19
1991.88	1991.99	1991.935	183.00700	-56.54
1991.99	1992.10	1992.045	183.03000	-53.95
1992.10	1992.21	1992.155	183.05300	-54.93
1992.21	1992.32	1992.265	183.07600	-55.20
1992.32	1992.43	1992.375	183.09900	-55.01
1992.43	1992.54	1992.485	183.12200	-55.26
1992.54	1992.65	1992.595	183.14500	-55.82
1992.65	1992.76	1992.705	183.16800	-55.50
1992.76	1992.87	1992.815	183.19100	-56.26
1992.87	1992.98	1992.925	183.21400	-55.67
1992.98	1993.09	1993.035	183.23700	-55.53
1993.09	1993.20	1993.145	183.26000	-55.52
1993.20	1993.31	1993.255	183.28420	-55.64
1993.31	1993.42	1993.365	183.30840	-55.83
1993.42	1993.53	1993.475	183.33260	-55.95
1993.53	1993.64	1993.585	183.35680	-56.13
1993.64	1993.75	1993.695	183.38100	-56.15
1993.75	1993.86	1993.805	183.40520	-56.60
1993.86	1993.97	1993.915	183.42940	-56.42
1993.97	1994.08	1994.025	183.45360	-56.03
1994.08	1994.19	1994.135	183.47780	-56.22
1994.19	1994.30	1994.245	183.50200	-55.92
1994.30	1994.41	1994.355	183.52620	-56.29
1994.41	1994.52	1994.465	183.55040	-56.37
1994.52	1994.63	1994.575	183.57460	-56.99
1994.63	1994.74	1994.685	183.59880	-56.13
1994.74	1994.85	1994.795	183.62300	-55.62
1994.85	1994.96	1994.905	183.64660	-55.17
1994.96	1995.07	1995.015	183.67020	-55.36
1995.07	1995.18	1995.125	183.69380	-55.87
1995.18	1995.29	1995.235	183.71740	-55.33
1995.29	1995.40	1995.345	183.74100	-55.40
1995.40	1995.51	1995.455	183.76460	-56.02
1995.51	1995.62	1995.565	183.78820	-56.33
1995.62	1995.73	1995.675	183.81180	-56.04
1995.73	1995.84	1995.785	183.83540	-55.01
1995.84	1995.95	1995.895	183.85900	-56.37
1995.95	1996.06	1996.005	183.88260	-54.71
1996.06	1996.17	1996.115	183.90620	-56.08
1996.17	1996.28	1996.225	183.92980	-55.06
1996.28	1996.39	1996.335	183.95340	-55.44
1996.39	1996.50	1996.445	183.97700	-56.81
1996.50	1996.61	1996.555	184.00053	-56.29
1996.61	1996.72	1996.665	184.02407	-55.35
1996.72	1996.83	1996.775	184.04760	-56.92
1996.83	1996.94	1996.885	184.07113	-57.38
1996.94	1997.05	1996.995	184.09467	-55.68
1997.05	1997.16	1997.105	184.11820	-56.26
1997.16	1997.27	1997.215	184.14173	-55.90
1997.27	1997.38	1997.325	184.16527	-56.53
1997.38	1997.49	1997.435	184.18880	-55.53
1997.49	1997.60	1997.545	184.21233	-55.64
1997.60	1997.71	1997.655	184.23587	-56.12
1997.71	1997.82	1997.765	184.25940	-55.85
1997.82	1997.93	1997.875	184.28293	-54.70
1997.93	1998.04	1997.985	184.30647	-55.63
1998.04	1998.15	1998.095	184.33000	-56.23
1998.15	1998.26	1998.205	184.35420	-56.66
1998.26	1998.37	1998.315	184.37840	-55.51
1998.37	1998.48	1998.425	184.40260	-56.54
1998.48	1998.59	1998.535	184.42680	-57.20
1998.59	1998.70	1998.645	184.45100	-56.30
1998.70	1998.81	1998.755	184.47520	-56.42
1998.81	1998.92	1998.865	184.49940	-56.03
1998.92	1999.03	1998.975	184.52360	-57.03
1999.03	1999.14	1999.085	184.54780	-56.49
1999.14	1999.25	1999.195	184.57200	-55.84
1999.25	1999.36	1999.305	184.59620	-56.45
1999.36	1999.47	1999.415	184.62040	-55.53
1999.47	1999.58	1999.525	184.64460	-55.01
1999.58	1999.69	1999.635	184.66880	-55.84
1999.69	1999.80	1999.745	184.69300	-56.64
1999.80	1999.91	1999.855	184.71780	-56.76
1999.91	2000.02	1999.965	184.74260	-56.12
2000.02	2000.13	2000.075	184.76740	-56.99
2000.13	2000.24	2000.185	184.79220	-56.51
2000.24	2000.35	2000.295	184.81700	-56.16
2000.35	2000.46	2000.405	184.84180	-56.22
2000.46	2000.57	2000.515	184.86660	-56.66
2000.57	2000.68	2000.625	184.89140	-56.73
2000.68	2000.79	2000.735	184.91620	-55.93
2000.79	2000.90	2000.845	184.94100	-55.35
2000.90	2001.01	2000.955	184.96580	-54.95
2001.01	2001.12	2001.065	184.99060	-54.94
2001.12	2001.23	2001.175	185.01540	-56.12
2001.23	2001.34	2001.285	185.04020	-55.90
2001.34	2001.45	2001.395	185.06500	-55.79
2001.45	2001.56	2001.505	185.08873	-55.61
2001.56	2001.67	2001.615	185.11247	-55.75
2001.67	2001.78	2001.725	185.13620	-56.53
2001.78	2001.89	2001.835	185.15993	-56.04
2001.89	2002.00	2001.945	185.18367	-55.14
2002.00	2002.11	2002.055	185.20740	-55.61
2002.11	2002.22	2002.165	185.23113	-55.98
2002.22	2002.33	2002.275	185.25487	-56.08
2002.33	2002.44	2002.385	185.27860	-55.00
2002.44	2002.55	2002.495	185.30233	-56.38
2002.55	2002.66	2002.605	185.32607	-55.66
2002.66	2002.77	2002.715	185.34980	-55.71
2002.77	2002.88	2002.825	185.37353	-55.87
2002.88	2002.99	2002.935	185.39727	-56.43
2002.99	2003.10	2003.045	185.42100	-56.16
2003.10	2003.21	2003.155	185.44520	-55.60
2003.21	2003.32	2003.265	185.46940	-56.15
2003.32	2003.43	2003.375	185.49360	-55.35
2003.43	2003.54	2003.485	185.51780	-56.38
2003.54	2003.65	2003.595	185.54200	-56.04
2003.65	2003.76	2003.705	185.56620	-56.23
2003.76	2003.87	2003.815	185.59040	-56.04
2003.87	2003.98	2003.925	185.61460	-55.92
2003.98	2004.09	2004.035	185.63880	-55.87
2004.09	2004.20	2004.145	185.66300	-55.82
2004.20	2004.31	2004.255	185.68720	-56.12
2004.31	2004.42	2004.365	185.71140	-56.00
2004.42	2004.53	2004.475	185.73560	-56.41
2004.53	2004.64	2004.585	185.75980	-55.23
2004.64	2004.75	2004.695	185.78400	-55.88
2004.75	2004.86	2004.805	185.80853	-56.21
2004.86	2004.97	2004.915	185.83307	-56.13
2004.97	2005.08	2005.025	185.85760	-57.03
2005.08	2005.19	2005.135	185.88213	-56.71
2005.19	2005.30	2005.245	185.90667	-55.56
2005.30	2005.41	2005.355	185.93120	-55.17
2005.41	2005.52	2005.465	185.95573	-55.71
2005.52	2005.63	2005.575	185.98027	-56.30
2005.63	2005.74	2005.685	186.00480	-55.94
2005.74	2005.85	2005.795	186.02933	-55.03
2005.85	2005.96	2005.905	186.05387	-55.73
2005.96	2006.07	2006.015	186.07840	-55.99
2006.07	2006.18	2006.125	186.10293	-57.21
2006.18	2006.29	2006.235	186.12747	-56.63
2006.29	2006.40	2006.345	186.15200	-56.72
2006.40	2006.51	2006.455	186.17707	-56.70
2006.51	2006.62	2006.565	186.20213	-56.63
2006.62	2006.73	2006.675	186.22720	-56.59
2006.73	2006.84	2006.785	186.25227	-56.45
2006.84	2006.95	2006.895	186.27733	-56.42
2006.95	2007.06	2007.005	186.30240	-56.42
2007.06	2007.17	2007.115	186.32747	-56.26
2007.17	2007.28	2007.225	186.35253	-55.98
2007.28	2007.39	2007.335	186.37760	-56.50
2007.39	2007.50	2007.445	186.40267	-55.47
2007.50	2007.61	2007.555	186.42773	-55.41
2007.61	2007.72	2007.665	186.45280	-55.53
2007.72	2007.83	2007.775	186.47787	-55.85
2007.83	2007.94	2007.885	186.50293	-56.81
2007.94	2008.05	2007.995	186.52800	-55.60
2008.05	2008.16	2008.105	186.55280	-55.28
2008.16	2008.27	2008.215	186.57760	-56.28
2008.27	2008.38	2008.325	186.60240	-56.00
2008.38	2008.49	2008.435	186.62720	-55.91
2008.49	2008.60	2008.545	186.65200	-56.72
2008.60	2008.71	2008.655	186.67680	-56.26
2008.71	2008.82	2008.765	186.70160	-56.04
2008.82	2008.93	2008.875	186.72640	-55.65
2008.93	2009.04	2008.985	186.75120	-56.00
2009.04	2009.15	2009.095	186.77600	-55.61
2009.15	2009.26	2009.205	186.80080	-57.51
2009.26	2009.37	2009.315	186.82560	-56.40
2009.37	2009.48	2009.425	186.85040	-56.36
2009.48	2009.59	2009.535	186.87520	-56.24
2009.59	2009.70	2009.645	186.90000	-56.14
2009.70	2009.81	2009.755	186.92540	-56.49
2009.81	2009.92	2009.865	186.95080	-56.53
2009.92	2010.03	2009.975	186.97620	-56.01
2010.03	2010.14	2010.085	187.00160	-56.29
2010.14	2010.25	2010.195	187.02700	-56.66
2010.25	2010.36	2010.305	187.05240	-56.24
2010.36	2010.47	2010.415	187.07780	-56.48
2010.47	2010.58	2010.525	187.10320	-55.51
2010.58	2010.69	2010.635	187.12860	-56.04
2010.69	2010.80	2010.745	187.15400	-55.92
2010.80	2010.91	2010.855	187.17940	-56.25
2010.91	2011.02	2010.965	187.20480	-56.64
2011.02	2011.13	2011.075	187.23020	-56.57
2011.13	2011.24	2011.185	187.25560	-56.25
2011.24	2011.35	2011.295	187.28100	-56.39
2011.35	2011.46	2011.405	187.30527	-56.49
2011.46	2011.57	2011.515	187.32953	-55.96
2011.57	2011.68	2011.625	187.35380	-54.17
2011.68	2011.79	2011.735	187.37807	-56.52
2011.79	2011.90	2011.845	187.40233	-57.29
2011.90	2012.01	2011.955	187.42660	-56.52
2012.01	2012.12	2012.065	187.45087	-55.13
2012.12	2012.23	2012.175	187.47513	-55.85
2012.23	2012.34	2012.285	187.49940	-56.58
2012.34	2012.45	2012.395	187.52367	-56.15
2012.45	2012.56	2012.505	187.54793	-55.11
2012.56	2012.67	2012.615	187.57220	-56.08
2012.67	2012.78	2012.725	187.59647	-55.15
2012.78	2012.89	2012.835	187.62073	-55.18
2012.89	2013.00	2012.945	187.64500	-55.82
2013.00	2013.11	2013.055	187.66907	-55.27
2013.11	2013.22	2013.165	187.69313	-54.76
2013.22	2013.33	2013.275	187.71720	-54.84
2013.33	2013.44	2013.385	187.74127	-55.65
2013.44	2013.55	2013.495	187.76533	-56.85
2013.55	2013.66	2013.605	187.78940	-56.42
2013.66	2013.77	2013.715	187.81347	-56.92
2013.77	2013.88	2013.825	187.83753	-56.42
2013.88	2013.99	2013.935	187.86160	-55.40
2013.99	2014.10	2014.045	187.88567	-55.78
2014.10	2014.21	2014.155	187.90973	-56.57
2014.21	2014.32	2014.265	187.93380	-56.25
2014.32	2014.43	2014.375	187.95787	-55.69
2014.43	2014.54	2014.485	187.98193	-55.89
2014.54	2014.65	2014.595	188.00600	-56.28
2014.65	2014.76	2014.705	188.03027	-55.58
2014.76	2014.87	2014.815	188.05453	-54.41
2014.87	2014.98	2014.925	188.07880	-56.03
2014.98	2015.09	2015.035	188.10307	-56.63
